"trial_id","pgroup","trialtype","node3","n","prop","ig","baseline","ns_kappa_full","ns_product_full","ns_average_full","ns_necessity_full","ns_sufficiency_full","ns_kappa_noAct","ns_product_noAct","ns_average_noAct","ns_necessity_noAct","ns_sufficiency_noAct","Actual_ns","A","B","E","Include","Observed","Known"
"2_d7","2","d7","Bu=1",35,0.486111111111111,0.223,0.125,0.975609756097561,0.878048780487805,0.939024390243902,0.878048780487805,1,0.975609756097561,0.878048780487805,0.939024390243902,0.878048780487805,1,TRUE,1,1,1,TRUE,FALSE,FALSE
"3_c1","3","c1","A=0",23,0.306666666666667,0,0.125,0.9,0,0.5,0,1,0.9,0,0.5,0,1,TRUE,0,0,0,TRUE,TRUE,TRUE
"3_c1","3","c1","A=1",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,0,0,FALSE,TRUE,FALSE
"3_c1","3","c1","Au=0",3,0.04,0,0.125,0.3,0,0.5,0,1,0.3,0,0.5,0,1,TRUE,0,0,0,TRUE,FALSE,FALSE
"3_c1","3","c1","Au=1",5,0.0666666666666667,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,0,0,TRUE,FALSE,FALSE
"3_c1","3","c1","B=0",24,0.32,0,0.125,0.2,0,0.5,0,1,0.2,0,0.5,0,1,TRUE,0,0,0,TRUE,TRUE,TRUE
"3_c1","3","c1","B=1",7,0.0933333333333333,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,0,0,FALSE,TRUE,FALSE
"3_c1","3","c1","Bu=0",7,0.0933333333333333,0,0.125,0.5,0,0.5,0,1,0.5,0,0.5,0,1,TRUE,0,0,0,TRUE,FALSE,FALSE
"3_c1","3","c1","Bu=1",6,0.08,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,0,0,TRUE,FALSE,FALSE
"3_c2","3","c2","A=0",34,0.557377049180328,0,0.125,0.935,0.35,0.675,0.35,1,0.935,0.35,0.675,0.35,1,TRUE,0,1,0,TRUE,TRUE,TRUE
"3_c2","3","c2","A=1",2,0.0327868852459016,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,1,0,FALSE,TRUE,FALSE
"3_c2","3","c2","Au=0",4,0.0655737704918033,0,0.125,0.3,0,0.5,0,1,0.3,0,0.5,0,1,TRUE,0,1,0,TRUE,FALSE,FALSE
"3_c2","3","c2","Au=1",3,0.0491803278688525,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,0,TRUE,FALSE,FALSE
"3_c2","3","c2","B=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,0,1,0,FALSE,TRUE,TRUE
"3_c2","3","c2","B=1",9,0.147540983606557,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,0,TRUE,TRUE,FALSE
"3_c2","3","c2","Bu=0",6,0.0983606557377049,0,0.125,0.5,0,0.5,0,1,0.5,0,0.5,0,1,TRUE,0,1,0,TRUE,FALSE,FALSE
"3_c2","3","c2","Bu=1",3,0.0491803278688525,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,0,TRUE,FALSE,FALSE
"3_c3","3","c3","A=0",6,0.0789473684210526,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,0,0,FALSE,TRUE,TRUE
"3_c3","3","c3","A=1",10,0.131578947368421,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,0,TRUE,TRUE,FALSE
"3_c3","3","c3","Au=0",10,0.131578947368421,0,0.125,0.3,0,0.5,0,1,0.3,0,0.5,0,1,TRUE,1,0,0,TRUE,FALSE,FALSE
"3_c3","3","c3","Au=1",8,0.105263157894737,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,0,TRUE,FALSE,FALSE
"3_c3","3","c3","B=0",31,0.407894736842105,0,0.125,0.48,0.35,0.675,0.35,1,0.48,0.35,0.675,0.35,1,TRUE,1,0,0,TRUE,TRUE,TRUE
"3_c3","3","c3","B=1",2,0.0263157894736842,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,0,0,FALSE,TRUE,FALSE
"3_c3","3","c3","Bu=0",5,0.0657894736842105,0,0.125,0.5,0,0.5,0,1,0.5,0,0.5,0,1,TRUE,1,0,0,TRUE,FALSE,FALSE
"3_c3","3","c3","Bu=1",4,0.0526315789473684,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,0,TRUE,FALSE,FALSE
"3_c4","3","c4","A=0",5,0.0649350649350649,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,1,0,FALSE,TRUE,TRUE
"3_c4","3","c4","A=1",6,0.0779220779220779,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,1,0,TRUE,TRUE,FALSE
"3_c4","3","c4","Au=0",12,0.155844155844156,0.006,0.125,0.461538461538462,0.230769230769231,0.615384615384615,0.230769230769231,1,0.461538461538462,0.230769230769231,0.615384615384615,0.230769230769231,1,TRUE,1,1,0,TRUE,FALSE,FALSE
"3_c4","3","c4","Au=1",4,0.051948051948052,-0.121,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.161538461538462,0,0.115384615384615,0,0.230769230769231,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_c4","3","c4","B=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,1,0,FALSE,TRUE,TRUE
"3_c4","3","c4","B=1",10,0.12987012987013,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,1,0,TRUE,TRUE,FALSE
"3_c4","3","c4","Bu=0",36,0.467532467532468,0.209,0.125,0.769230769230769,0.538461538461538,0.769230769230769,0.538461538461538,1,0.769230769230769,0.538461538461538,0.769230769230769,0.538461538461538,1,TRUE,1,1,0,TRUE,FALSE,FALSE
"3_c4","3","c4","Bu=1",4,0.051948051948052,0.012,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.269230769230769,0,0.269230769230769,0,0.538461538461538,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_c5","3","c5","A=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_c5","3","c5","A=1",11,0.148648648648649,0,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_c5","3","c5","Au=0",1,0.0135135135135135,0.521,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.3,0,0.5,0,1,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_c5","3","c5","Au=1",22,0.297297297297297,0.36,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,1,TRUE,FALSE,TRUE
"3_c5","3","c5","B=0",1,0.0135135135135135,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_c5","3","c5","B=1",12,0.162162162162162,0,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_c5","3","c5","Bu=0",2,0.027027027027027,0.5,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0,0.5,0,1,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_c5","3","c5","Bu=1",25,0.337837837837838,0.5,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,1,TRUE,FALSE,TRUE
"3_d1","3","d1","A=0",17,0.232876712328767,0,0.125,0.97,0.7,0.85,0.7,1,0.97,0.7,0.85,0.7,1,TRUE,0,0,0,TRUE,TRUE,TRUE
"3_d1","3","d1","A=1",1,0.0136986301369863,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,0,0,FALSE,TRUE,FALSE
"3_d1","3","d1","Au=0",4,0.0547945205479452,0,0.125,0.3,0,0.5,0,1,0.3,0,0.5,0,1,TRUE,0,0,0,TRUE,FALSE,FALSE
"3_d1","3","d1","Au=1",4,0.0547945205479452,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,0,0,TRUE,FALSE,FALSE
"3_d1","3","d1","B=0",24,0.328767123287671,0,0.125,0.6,0.5,0.75,0.5,1,0.6,0.5,0.75,0.5,1,TRUE,0,0,0,TRUE,TRUE,TRUE
"3_d1","3","d1","B=1",9,0.123287671232877,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,0,0,FALSE,TRUE,FALSE
"3_d1","3","d1","Bu=0",12,0.164383561643836,0,0.125,0.5,0,0.5,0,1,0.5,0,0.5,0,1,TRUE,0,0,0,TRUE,FALSE,FALSE
"3_d1","3","d1","Bu=1",2,0.0273972602739726,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,0,0,TRUE,FALSE,FALSE
"3_d2","3","d2","A=0",13,0.183098591549296,0,0.125,0.97,0.7,0.85,0.7,1,0.97,0.7,0.85,0.7,1,TRUE,0,1,0,TRUE,TRUE,TRUE
"3_d2","3","d2","A=1",1,0.0140845070422535,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,1,0,FALSE,TRUE,FALSE
"3_d2","3","d2","Au=0",6,0.0845070422535211,0,0.125,0.3,0,0.5,0,1,0.3,0,0.5,0,1,TRUE,0,1,0,TRUE,FALSE,FALSE
"3_d2","3","d2","Au=1",8,0.112676056338028,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,0,TRUE,FALSE,FALSE
"3_d2","3","d2","B=0",2,0.028169014084507,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,0,1,0,FALSE,TRUE,TRUE
"3_d2","3","d2","B=1",7,0.0985915492957746,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,0,TRUE,TRUE,FALSE
"3_d2","3","d2","Bu=0",30,0.422535211267606,0.5,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,0,1,0,TRUE,FALSE,TRUE
"3_d2","3","d2","Bu=1",4,0.0563380281690141,0.5,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0,0.5,0,1,FALSE,0,1,0,TRUE,FALSE,FALSE
"3_d3","3","d3","A=0",10,0.119047619047619,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,1,TRUE,TRUE,FALSE
"3_d3","3","d3","A=1",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,0,1,1,FALSE,TRUE,TRUE
"3_d3","3","d3","Au=0",2,0.0238095238095238,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,1,TRUE,FALSE,FALSE
"3_d3","3","d3","Au=1",1,0.0119047619047619,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,0,1,1,TRUE,FALSE,FALSE
"3_d3","3","d3","B=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,0,1,1,FALSE,TRUE,FALSE
"3_d3","3","d3","B=1",26,0.30952380952381,0,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,0,1,1,TRUE,TRUE,TRUE
"3_d3","3","d3","Bu=0",1,0.0119047619047619,0.5,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0,0.5,0,1,FALSE,0,1,1,TRUE,FALSE,FALSE
"3_d3","3","d3","Bu=1",44,0.523809523809524,0.5,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,0,1,1,TRUE,FALSE,TRUE
"3_d4","3","d4","A=0",3,0.0434782608695652,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,0,0,FALSE,TRUE,TRUE
"3_d4","3","d4","A=1",6,0.0869565217391304,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,0,TRUE,TRUE,FALSE
"3_d4","3","d4","Au=0",36,0.521739130434783,0.521,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,0,0,TRUE,FALSE,TRUE
"3_d4","3","d4","Au=1",1,0.0144927536231884,0.36,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.7,0,0.5,0,1,FALSE,1,0,0,TRUE,FALSE,FALSE
"3_d4","3","d4","B=0",12,0.173913043478261,0,0.125,0.6,0.5,0.75,0.5,1,0.6,0.5,0.75,0.5,1,TRUE,1,0,0,TRUE,TRUE,TRUE
"3_d4","3","d4","B=1",5,0.072463768115942,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,0,0,FALSE,TRUE,FALSE
"3_d4","3","d4","Bu=0",2,0.0289855072463768,0,0.125,0.5,0,0.5,0,1,0.5,0,0.5,0,1,TRUE,1,0,0,TRUE,FALSE,FALSE
"3_d4","3","d4","Bu=1",4,0.0579710144927536,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,0,TRUE,FALSE,FALSE
"3_d5","3","d5","A=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,0,1,FALSE,TRUE,FALSE
"3_d5","3","d5","A=1",17,0.223684210526316,0,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,0,1,TRUE,TRUE,TRUE
"3_d5","3","d5","Au=0",1,0.0131578947368421,0.521,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.3,0,0.5,0,1,FALSE,1,0,1,TRUE,FALSE,FALSE
"3_d5","3","d5","Au=1",39,0.513157894736842,0.36,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,0,1,TRUE,FALSE,TRUE
"3_d5","3","d5","B=0",6,0.0789473684210526,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,1,TRUE,TRUE,FALSE
"3_d5","3","d5","B=1",5,0.0657894736842105,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,0,1,FALSE,TRUE,TRUE
"3_d5","3","d5","Bu=0",5,0.0657894736842105,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,1,TRUE,FALSE,FALSE
"3_d5","3","d5","Bu=1",3,0.0394736842105263,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,0,1,TRUE,FALSE,FALSE
"3_d6","3","d6","A=0",4,0.0481927710843374,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,1,0,FALSE,TRUE,TRUE
"3_d6","3","d6","A=1",8,0.0963855421686747,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,1,0,TRUE,TRUE,FALSE
"3_d6","3","d6","Au=0",17,0.204819277108434,0.521,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,0,TRUE,FALSE,TRUE
"3_d6","3","d6","Au=1",1,0.0120481927710843,0.36,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.7,0,0.5,0,1,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_d6","3","d6","B=0",2,0.0240963855421687,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,1,0,FALSE,TRUE,TRUE
"3_d6","3","d6","B=1",7,0.0843373493975904,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,1,0,TRUE,TRUE,FALSE
"3_d6","3","d6","Bu=0",40,0.481927710843373,0.5,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,0,TRUE,FALSE,TRUE
"3_d6","3","d6","Bu=1",4,0.0481927710843374,0.5,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0,0.5,0,1,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_d7","3","d7","A=0",1,0.0133333333333333,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_d7","3","d7","A=1",22,0.293333333333333,0,0.125,0.452941176470588,0.339100346020761,0.61764705882353,0.411764705882353,0.823529411764706,0.452941176470588,0.339100346020761,0.61764705882353,0.411764705882353,0.823529411764706,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_d7","3","d7","Au=0",0,0,0.079,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.123529411764706,0,0.205882352941176,0,0.411764705882353,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","Au=1",20,0.266666666666667,0.129,0.125,0.823529411764706,0.411764705882353,0.705882352941176,0.411764705882353,1,0.823529411764706,0.411764705882353,0.705882352941176,0.411764705882353,1,TRUE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","B=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_d7","3","d7","B=1",9,0.12,0,0.125,0.505882352941176,0.103806228373702,0.382352941176471,0.176470588235294,0.588235294117647,0.505882352941176,0.103806228373702,0.382352941176471,0.176470588235294,0.588235294117647,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_d7","3","d7","Bu=0",4,0.0533333333333333,-0.027,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.0882352941176471,0,0.0882352941176471,0,0.176470588235294,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","Bu=1",19,0.253333333333333,0.05,0.125,0.588235294117647,0.176470588235294,0.588235294117647,0.176470588235294,1,0.588235294117647,0.176470588235294,0.588235294117647,0.176470588235294,1,TRUE,1,1,1,TRUE,FALSE,FALSE
